place,date,genus_species,time,species_slug,place_slug
sundgraben bridge left,2020-09-05,linaria repens,11:15:09 AM,linaria-repens,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,oenothera biennis,11:13:31 AM,oenothera-biennis,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,clinopodium vulgare,11:12:43 AM,clinopodium-vulgare,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,achillea millefolium agg.,11:12:24 AM,achillea-millefolium,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,reseda lutea,11:11:14 AM,reseda-lutea,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,daucus carota,11:09:58 AM,daucus-carota,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,linaria vulgaris agg.,11:09:35 AM,linaria-vulgaris,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,lotus corniculatus agg.,11:09:18 AM,lotus-corniculatus,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,centaurea scabiosa,11:08:06 AM,centaurea-scabiosa,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,hypericum perforatum,11:07:37 AM,hypericum-perforatum,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,trifolium medium,11:06:52 AM,trifolium-medium,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,calystegia sepium agg.,11:06:31 AM,calystegia-sepium,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,buddleja davidii,11:05:56 AM,buddleja-davidii,sundgraben-bridge-left
sundgraben bridge left,2020-09-05,cyclamen purpurascens,11:02:42 AM,cyclamen-purpurascens,sundgraben-bridge-left
sundgraben forest left,2020-09-13,hippocrepis emerus,12:46:49,hippocrepis-emerus,sundgraben-forest-left
sundgraben forest left,2020-09-13,lysimachia arvensis,11:04:22,lysimachia-arvensis,sundgraben-forest-left
sundgraben forest left,2020-09-13,ligustrum vulgare,10:57:21,ligustrum-vulgare,sundgraben-forest-left
sundgraben forest left,2020-09-13,oxalis dillenii,10:55:04,oxalis-dillenii,sundgraben-forest-left
sundgraben forest left,2020-09-13,knautia arvensis agg.,10:53:03,knautia-arvensis,sundgraben-forest-left
sundgraben forest right,2020-09-13,trifolium pratense,10:49:48,trifolium-pratense,sundgraben-forest-right
sundgraben forest right,2020-09-13,medicago sativa,10:46:00,medicago-sativa,sundgraben-forest-right
sundgraben forest right,2020-09-13,centaurea scabiosa,10:41:42,centaurea-scabiosa,sundgraben-forest-right
sundgraben forest right,2020-09-13,rorippa sylvestris,10:33:24,rorippa-sylvestris,sundgraben-forest-right
sundgraben forest right,2020-09-13,centaurea jacea agg.,10:32:49,centaurea-jacea,sundgraben-forest-right
sundgraben forest right,2020-09-13,achillea millefolium agg.,10:30:31,achillea-millefolium,sundgraben-forest-right
sundgraben forest right,2020-09-13,erigeron annuus,10:29:42,erigeron-annuus,sundgraben-forest-right
sundgraben forest right,2020-09-13,daucus carota,10:28:37,daucus-carota,sundgraben-forest-right
sundgraben forest right,2020-09-13,silene vulgaris,10:27:37,silene-vulgaris,sundgraben-forest-right
sundgraben forest right,2020-09-13,eupatorium cannabinum,10:26:49,eupatorium-cannabinum,sundgraben-forest-right
sundgraben forest right,2020-09-13,erigeron canadensis,10:26:13,erigeron-canadensis,sundgraben-forest-right
sundgraben forest right,2020-09-05,melampyrum pratense,09:44:43 AM,melampyrum-pratense,sundgraben-forest-right
sundgraben gorge,2020-09-13,calystegia sepium agg.,13:01:08,calystegia-sepium,sundgraben-gorge
sundgraben gorge,2020-09-13,oenothera biennis,12:59:47,oenothera-biennis,sundgraben-gorge
sundgraben gorge,2020-09-13,centaurea scabiosa,12:57:49,centaurea-scabiosa,sundgraben-gorge
sundgraben gorge,2020-09-13,clinopodium vulgare,12:56:13,clinopodium-vulgare,sundgraben-gorge
sundgraben gorge,2020-09-13,linaria vulgaris agg.,12:55:42,linaria-vulgaris,sundgraben-gorge
sundgraben gorge,2020-09-13,rudbeckia hirta,12:54:21,rudbeckia-hirta,sundgraben-gorge
sundgraben gorge,2020-09-13,eupatorium cannabinum,12:53:52,eupatorium-cannabinum,sundgraben-gorge
sundgraben gorge,2020-09-13,antirrhinum majus,12:53:24,antirrhinum-majus,sundgraben-gorge
sundgraben port,2020-09-05,trifolium pratense,10:43:33 AM,trifolium-pratense,sundgraben-port
sundgraben port,2020-09-05,daucus carota,10:42:36 AM,daucus-carota,sundgraben-port
sundgraben port,2020-09-05,verbena officinalis,10:41:38 AM,verbena-officinalis,sundgraben-port
sundgraben port,2020-09-05,eupatorium cannabinum,10:40:13 AM,eupatorium-cannabinum,sundgraben-port
sundgraben port,2020-09-05,erigeron canadensis,10:39:49 AM,erigeron-canadensis,sundgraben-port
sundgraben port,2020-09-05,oxalis corniculata,10:37:52 AM,oxalis-corniculata,sundgraben-port
sureaux,2020-07-28,crepis capillaris,11:14:31,crepis-capillaris,sureaux
sureaux,2020-07-28,trifolium pratense,11:12:52,trifolium-pratense,sureaux
sureaux,2020-07-28,heracleum sphondylium,11:11:44,heracleum-sphondylium,sureaux
sureaux,2020-08-09,solanum nigrum,18:26:55,solanum-nigrum,sureaux
sureaux,2020-08-09,chenopodium album agg.,18:23:38,chenopodium-album,sureaux
sureaux,2020-08-09,erigeron canadensis,18:23:09,erigeron-canadensis,sureaux
sureaux,2020-08-09,ranunculus repens,18:10:07,ranunculus-repens,sureaux
sureaux,2020-08-09,geranium pyrenaicum,18:07:30,geranium-pyrenaicum,sureaux
sureaux,2020-08-09,rubus caesius,18:05:15,rubus-caesius,sureaux
sureaux,2020-08-09,filipendula ulmaria,18:03:46,filipendula-ulmaria,sureaux
sureaux,2020-08-09,erigeron annuus,18:00:38,erigeron-annuus,sureaux
sureaux,2020-08-09,erigeron annuus,17:59:34,erigeron-annuus,sureaux
sureaux,2020-08-09,achillea millefolium agg.,17:57:06,achillea-millefolium,sureaux
sureaux,2020-08-09,galium mollugo agg.,17:55:02,galium-mollugo,sureaux
sureaux,2020-08-09,aethusa cynapium,17:52:27,aethusa-cynapium,sureaux
sureaux,2020-08-09,carduus crispus,17:51:31,carduus-crispus,sureaux
sureaux,2020-08-09,rumex obtusifolius,17:47:32,rumex-obtusifolius,sureaux
lezard 2,2020-08-04,echium vulgare,09:47:01,echium-vulgare,lezard-2
lezard 2,2020-08-04,cichorium intybus,09:46:14,cichorium-intybus,lezard-2
parc muni,2020-08-13,epilobium roseum,10:24:18,epilobium-roseum,parc-muni
parc muni,2020-08-13,epilobium parviflorum,10:20:38,epilobium-parviflorum,parc-muni
parc muni,2020-08-13,veronica beccabunga,10:19:35,veronica-beccabunga,parc-muni
parc muni,2020-08-13,cyclamen hederifolium,10:16:44,cyclamen-hederifolium,parc-muni
salome 2,2020-08-15,solidago canadensis,18:49:18,solidago-canadensis,salome-2
swatch 1,2020-08-08,artemisia vulgaris agg.,18:17:28,artemisia-vulgaris,swatch-1
swatch 1,2020-08-08,cirsium arvense,18:14:54,cirsium-arvense,swatch-1
swatch 1,2020-08-08,galium mollugo agg.,18:19:09,galium-mollugo,swatch-1
swatch 1,2020-08-08,lathyrus sylvestris,18:20:52,lathyrus-sylvestris,swatch-1
swatch 1,2020-08-08,securigera varia,18:25:13,securigera-varia,swatch-1
swatch 1,2020-08-08,silene vulgaris,18:16:06,silene-vulgaris,swatch-1
swatch 1,2020-08-08,trifolium pratense,18:14:02,trifolium-pratense,swatch-1
swatch 2,2020-08-31,medicago sativa,,medicago-sativa,swatch-2
swatch 2,2020-08-31,centaurea scabiosa,05:50:42 PM,centaurea-scabiosa,swatch-2
swatch 2,2020-08-31,centaurea jacea agg.,05:49:52 PM,centaurea-jacea,swatch-2
swatch 2,2020-08-31,leucanthemum vulgare agg.,05:49:24 PM,leucanthemum-vulgare,swatch-2
swatch 2,2020-08-31,reseda lutea,05:48:45 PM,reseda-lutea,swatch-2
swatch 2,2020-08-31,melilotus albus,05:47:30 PM,melilotus-albus,swatch-2
swatch 2,2020-08-31,lathyrus pratensis,05:46:51 PM,lathyrus-pratensis,swatch-2
swatch 2,2020-08-31,reseda lutea,05:45:39 PM,reseda-lutea,swatch-2
swatch 2,2020-08-31,cirsium vulgare,05:45:01 PM,cirsium-vulgare,swatch-2
swatch 2,2020-08-31,rumex obtusifolius,05:44:17 PM,rumex-obtusifolius,swatch-2
swatch 2,2020-08-31,trifolium repens,05:43:34 PM,trifolium-repens,swatch-2
swatch 2,2020-08-31,mentha spicata agg.,05:42:10 PM,mentha-spicata,swatch-2
swatch 2,2020-08-31,clematis vitalba,05:41:40 PM,clematis-vitalba,swatch-2
swatch 2,2020-08-31,calystegia sepium agg.,05:41:07 PM,calystegia-sepium,swatch-2
swatch 2,2020-08-31,daucus carota,05:40:03 PM,daucus-carota,swatch-2
swatch 2,2020-08-31,cirsium arvense,05:36:55 PM,cirsium-arvense,swatch-2
swatch 2,2020-08-31,trifolium pratense,05:36:21 PM,trifolium-pratense,swatch-2
swatch 2,2020-08-31,silene vulgaris,05:35:38 PM,silene-vulgaris,swatch-2
swatch 2,2020-08-31,erigeron annuus,05:35:05 PM,erigeron-annuus,swatch-2
taubenloch 1,2020-08-18,galeopsis tetrahit agg.,10:15:23,galeopsis-tetrahit,taubenloch-1
taubenloch 1,2020-08-18,epilobium collinum,10:04:33,epilobium-collinum,taubenloch-1
taubenloch 1,2020-08-18,geranium robertianum agg.,10:04:10,geranium-robertianum,taubenloch-1
taubenloch 1,2020-08-18,hylotelephium telephium agg.,09:59:44,hylotelephium-telephium,taubenloch-1
taubenloch 1,2020-08-18,mycelis muralis,09:57:14,lactuca-muralis,taubenloch-1
taubenloch 1,2020-08-18,lapsana communis,09:55:50,lapsana-communis,taubenloch-1
taubenloch 1,2020-08-18,galeopsis tetrahit agg.,09:54:25,galeopsis-tetrahit,taubenloch-1
taubenloch 1,2020-08-18,campanula trachelium,09:50:42,campanula-trachelium,taubenloch-1
taubenloch 2,2020-08-22,campanula trachelium,17:04:36,campanula-trachelium,taubenloch-2
taubenloch 2,2020-08-22,solanum dulcamara,17:01:47,solanum-dulcamara,taubenloch-2
taubenloch 2,2020-08-22,galeopsis tetrahit agg.,16:47:42,galeopsis-tetrahit,taubenloch-2
taubenloch 2,2020-08-22,salvia glutinosa,16:46:20,salvia-glutinosa,taubenloch-2
taubenloch 2,2020-08-22,campanula rotundifolia agg.,16:38:38,campanula-rotundifolia,taubenloch-2
taubenloch 2,2020-08-22,geranium robertianum agg.,16:38:01,geranium-robertianum,taubenloch-2
taubenloch 2,2020-08-22,campanula rapunculoides,16:35:51,campanula-rapunculoides,taubenloch-2
taubenloch 2,2020-08-22,salvia glutinosa,16:33:50,salvia-glutinosa,taubenloch-2
taubenloch 2,2020-08-22,galeopsis tetrahit agg.,16:29:43,galeopsis-tetrahit,taubenloch-2
taubenloch 2,2020-08-22,campanula rhomboidalis,16:22:18,campanula-rhomboidalis,taubenloch-2
taubenloch 2,2020-08-22,mycelis muralis,16:21:31,lactuca-muralis,taubenloch-2
taubenloch 2,2020-08-22,geranium robertianum agg.,16:20:09,geranium-robertianum,taubenloch-2
taubenloch 2,2020-08-22,geranium robertianum agg.,16:14:40,geranium-robertianum,taubenloch-2
transjurane tunnel,2020-09-22,rubus caesius,10:22:19,rubus-caesius,transjurane-tunnel
transjurane tunnel,2020-09-22,hylotelephium telephium agg.,10:20:41,hylotelephium-telephium,transjurane-tunnel
truite 1,2020-08-08,artemisia vulgaris agg.,07:31:49,artemisia-vulgaris,truite-1
truite 1,2020-08-08,carduus personata,08:43:50,carduus-personata,truite-1
truite 1,2020-08-08,chaenorhinum minus agg.,07:24:34,chaenorhinum-minus,truite-1
truite 1,2020-08-08,cirsium arvense,07:27:50,cirsium-arvense,truite-1
truite 1,2020-08-08,daucus carota,07:26:06,daucus-carota,truite-1
truite 1,2020-08-08,dipsacus pilosus,08:40:35,dipsacus-pilosus,truite-1
truite 1,2020-08-08,epilobium hirsutum,08:57:24,epilobium-hirsutum,truite-1
truite 1,2020-08-08,eupatorium cannabinum,08:39:07,eupatorium-cannabinum,truite-1
truite 1,2020-08-08,galeopsis tetrahit agg.,07:15:08,galeopsis-tetrahit,truite-1
truite 1,2020-08-08,galium mollugo agg.,07:33:00,galium-mollugo,truite-1
truite 1,2020-08-08,geranium pyrenaicum,08:41:41,geranium-pyrenaicum,truite-1
truite 1,2020-08-08,geranium robertianum agg.,07:18:41,geranium-robertianum,truite-1
truite 1,2020-08-08,knautia arvensis agg.,08:42:35,knautia-arvensis,truite-1
truite 1,2020-08-08,lactuca serriola,08:53:48,lactuca-serriola,truite-1
truite 1,2020-08-08,lapsana communis,07:19:58,lapsana-communis,truite-1
truite 1,2020-08-08,leontodon hispidus,08:47:22,leontodon-hispidus,truite-1
truite 1,2020-08-08,pastinaca sativa,07:26:44,pastinaca-sativa,truite-1
truite 1,2020-08-08,polygonum persicaria,07:13:42,polygonum-persicaria,truite-1
truite 1,2020-08-08,silene vulgaris,08:35:25,silene-vulgaris,truite-1
truite 1,2020-08-08,solanum dulcamara,07:22:52,solanum-dulcamara,truite-1
truite 1,2020-08-08,urtica dioica,07:21:33,urtica-dioica,truite-1
truite 1,2020-08-08,veronica persica,07:15:53,veronica-persica,truite-1
truite 2,2020-08-22,petasites hybridus,06:58:44,petasites-hybridus,truite-2
truite 2,2020-08-22,clematis vitalba,06:57:49,clematis-vitalba,truite-2
truite 2,2020-08-22,salix nigra,06:55:45,salix-nigra,truite-2
truite 2,2020-08-22,solanum dulcamara,06:55:12,solanum-dulcamara,truite-2
truite 2,2020-08-22,rumex obtusifolius,06:53:26,rumex-obtusifolius,truite-2
truite 2,2020-08-22,epilobium hirsutum,06:52:38,epilobium-hirsutum,truite-2
truite 2,2020-08-22,polygonum aviculare agg.,06:51:26,polygonum-aviculare,truite-2
truite 2,2020-08-22,rorippa islandica agg.,06:50:01,rorippa-islandica,truite-2
truite 2,2020-08-22,tussilago farfara,06:48:25,tussilago-farfara,truite-2
truite 2,2020-08-22,urtica dioica,06:47:48,urtica-dioica,truite-2
truite 2,2020-08-22,mentha spicata agg.,06:47:08,mentha-spicata,truite-2
truite 2,2020-08-22,persicaria lapathifolia,06:40:05,persicaria-lapathifolia,truite-2
truite 2,2020-08-22,lathyrus latifolius,06:27:44,lathyrus-latifolius,truite-2
truite 3,2020-08-06,phlox pilosa,18:28:26,phlox-pilosa,truite-3
truite 3,2020-08-06,urtica dioica,18:26:03,urtica-dioica,truite-3
truite 3,2020-08-06,salix purpurea,18:24:04,salix-purpurea,truite-3
truite 3,2020-08-06,rosa spinosissima,18:19:42,rosa-spinosissima,truite-3
truite 3,2020-08-06,sambucus nigra,18:15:36,sambucus-nigra,truite-3
truite 3,2020-08-06,rubus rubus sect.,18:14:39,rubus-rubus,truite-3
truite 3,2020-08-06,daucus carota,18:06:41,daucus-carota,truite-3
truite 3,2020-08-06,trifolium pratense,18:05:59,trifolium-pratense,truite-3
truite 3,2020-08-06,silene vulgaris,18:05:34,silene-vulgaris,truite-3
truite 3,2020-08-06,centaurea scabiosa,18:04:50,centaurea-scabiosa,truite-3
truite 3,2020-08-06,lotus corniculatus agg.,18:04:16,lotus-corniculatus,truite-3
truite 3,2020-08-06,chenopodium album agg.,18:03:11,chenopodium-album,truite-3
truite 3,2020-08-06,leucanthemum vulgare agg.,18:02:15,leucanthemum-vulgare,truite-3
truite 3,2020-08-06,centaurea jacea agg.,18:00:54,centaurea-jacea,truite-3
truite 3,2020-08-06,cirsium arvense,17:59:18,cirsium-arvense,truite-3
truite 3,2020-08-06,galium mollugo agg.,17:57:15,galium-mollugo,truite-3
truite 4,2020-08-03,centaurea jacea agg.,19:04:42,centaurea-jacea,truite-4
truite 4,2020-08-03,salvia pratensis agg.,19:04:16,salvia-pratensis,truite-4
truite 4,2020-08-03,cichorium intybus,18:59:56,cichorium-intybus,truite-4
truite 4,2020-08-06,hypericum perforatum,18:52:20,hypericum-perforatum,truite-4
truite 4,2020-08-06,silene latifolia,18:50:38,silene-latifolia,truite-4
truite 4,2020-08-06,knautia arvensis agg.,18:48:23,knautia-arvensis,truite-4
truite 4,2020-08-06,cirsium arvense,18:39:19,cirsium-arvense,truite-4
truite 4,2020-08-06,rumex obtusifolius,18:38:12,rumex-obtusifolius,truite-4
truite 4,2020-08-06,clinopodium vulgare,18:35:31,clinopodium-vulgare,truite-4
truite 4,2020-08-06,echium vulgare,18:32:11,echium-vulgare,truite-4
truite 5,2020-08-29,trifolium repens,03:51:05 PM,trifolium-repens,truite-5
truite 5,2020-08-29,lotus corniculatus agg.,03:49:18 PM,lotus-corniculatus,truite-5
truite 5,2020-08-29,rubus rubus sect.,03:48:27 PM,rubus-rubus,truite-5
truite 5,2020-08-29,clematis vitalba,03:48:07 PM,clematis-vitalba,truite-5
truite 5,2020-08-29,lamium maculatum,03:46:27 PM,lamium-maculatum,truite-5
truite 5,2020-08-29,verbena officinalis,03:44:17 PM,verbena-officinalis,truite-5
truite 5,2020-08-29,trifolium pratense,03:42:46 PM,trifolium-pratense,truite-5
truite 5,2020-08-29,senecio jacobaea,03:37:44 PM,jacobaea-vulgaris,truite-5
truite 5,2020-08-29,galium mollugo agg.,03:37:20 PM,galium-mollugo,truite-5
truite 5,2020-08-29,ranunculus acris agg.,03:34:46 PM,ranunculus-acris,truite-5
truite 5,2020-08-29,silene vulgaris,03:34:17 PM,silene-vulgaris,truite-5
truite 5,2020-08-29,linaria vulgaris agg.,03:33:47 PM,linaria-vulgaris,truite-5
truite 5,2020-08-29,potentilla reptans,03:31:50 PM,potentilla-reptans,truite-5
truite 5,2020-08-29,rapistrum rugosum,03:26:04 PM,rapistrum-rugosum,truite-5
truite 5,2020-08-29,malva moschata,03:25:14 PM,malva-moschata,truite-5
truite 5,2020-08-29,daucus carota,03:24:45 PM,daucus-carota,truite-5
truite 5,2020-08-29,medicago varia,03:24:17 PM,medicago-sativa,truite-5
truite 5,2020-08-29,reseda lutea,03:23:05 PM,reseda-lutea,truite-5
twann estuary,2020-08-25,angelica sylvestris,10:40:09,angelica-sylvestris,twann-estuary
twann estuary,2020-08-25,calystegia sepium agg.,09:36:51,calystegia-sepium,twann-estuary
twann estuary,2020-08-25,cornus sanguinea,09:43:41,cornus-sanguinea,twann-estuary
twann estuary,2020-08-25,cymbalaria muralis,09:55:17,cymbalaria-muralis,twann-estuary
twann estuary,2020-08-25,daucus carota,09:52:50,daucus-carota,twann-estuary
twann estuary,2020-08-25,epilobium hirsutum,09:54:05,epilobium-hirsutum,twann-estuary
twann estuary,2020-08-25,erigeron annuus,10:07:56,erigeron-annuus,twann-estuary
twann estuary,2020-08-25,galium mollugo agg.,10:16:58,galium-mollugo,twann-estuary
twann estuary,2020-08-25,geranium rotundifolium,10:54:12,geranium-rotundifolium,twann-estuary
twann estuary,2020-08-25,heracleum sphondylium,10:51:11,heracleum-sphondylium,twann-estuary
twann estuary,2020-08-25,hieracium morulum,09:45:15,hieracium-morulum,twann-estuary
twann estuary,2020-08-25,lactuca serriola,10:47:42,lactuca-serriola,twann-estuary
twann estuary,2020-08-25,lathyrus latifolius,10:00:42,lathyrus-latifolius,twann-estuary
twann estuary,2020-08-25,lycopus europaeus,09:38:15,lycopus-europaeus,twann-estuary
twann estuary,2020-08-25,rubus rubus sect.,10:56:46,rubus-rubus,twann-estuary
twann estuary,2020-08-25,rubus caesius,10:46:27,rubus-caesius,twann-estuary
twann estuary,2020-08-25,silene vulgaris,09:54:39,silene-vulgaris,twann-estuary
twann estuary,2020-08-25,trifolium pratense,10:21:29,trifolium-pratense,twann-estuary
twann estuary,2020-08-25,urtica dioica,10:39:35,urtica-dioica,twann-estuary
twann estuary,2020-08-25,verbascum densiflorum,10:53:19,verbascum-densiflorum,twann-estuary
twann estuary,2020-08-25,vicia cracca agg.,10:22:36,vicia-cracca,twann-estuary
twann gorges,2020-08-05,pseudofumaria lutea,10:43:18,pseudofumaria-lutea,twann-gorges
weissenau,2020-08-10,hippocrepis emerus,09:36:06,hippocrepis-emerus,weissenau
weissenau,2020-08-10,mycelis muralis,09:33:41,lactuca-muralis,weissenau
weissenau,2020-08-10,calystegia sepium agg.,09:27:47,calystegia-sepium,weissenau
weissenau,2020-08-10,viburnum opulus,09:26:37,viburnum-opulus,weissenau
weissenau,2020-08-10,mentha aquatica agg.,09:21:41,mentha-aquatica,weissenau
weissenau,2020-08-10,aria edulis,09:19:21,aria-edulis,weissenau
weissenau,2020-08-10,allium carinatum,09:14:53,allium-carinatum,weissenau
weissenau,2020-08-10,viburnum lantana,09:09:48,viburnum-lantana,weissenau
weissenau,2020-08-10,filipendula ulmaria,09:07:35,filipendula-ulmaria,weissenau
weissenau,2020-08-10,lythrum salicaria,09:05:26,lythrum-salicaria,weissenau
weissenau,2020-08-10,lysimachia vulgaris,09:04:12,lysimachia-vulgaris,weissenau
