date,species_slug,place_slug,loc_date
2020-09-02,plantago-lanceolata,alleestrasse-1,"('alleestrasse-1', '2020-09-02')"
2020-09-02,centaurea-nigra,alleestrasse-1,"('alleestrasse-1', '2020-09-02')"
2020-09-02,plantago-media,alleestrasse-1,"('alleestrasse-1', '2020-09-02')"
2020-09-02,chenopodium-album,alleestrasse-1,"('alleestrasse-1', '2020-09-02')"
2020-09-02,centaurea-jacea,alleestrasse-1,"('alleestrasse-1', '2020-09-02')"
2020-09-02,veronica-persica,alleestrasse-1,"('alleestrasse-1', '2020-09-02')"
2020-09-02,geranium-pyrenaicum,alleestrasse-1,"('alleestrasse-1', '2020-09-02')"
2020-07-28,centaurea-jacea,alleestrasse-1,"('alleestrasse-1', '2020-07-28')"
2020-07-28,daucus-carota,alleestrasse-1,"('alleestrasse-1', '2020-07-28')"
2020-07-28,centaurea-jacea,alleestrasse-1,"('alleestrasse-1', '2020-07-28')"
2020-07-31,mentha-spicata,alleestrasse-2,"('alleestrasse-2', '2020-07-31')"
2020-07-31,pastinaca-sativa,alleestrasse-2,"('alleestrasse-2', '2020-07-31')"
2020-07-31,galium-mollugo,alleestrasse-2,"('alleestrasse-2', '2020-07-31')"
2020-07-31,trifolium-pratense,alleestrasse-2,"('alleestrasse-2', '2020-07-31')"
2020-07-31,daucus-carota,alleestrasse-2,"('alleestrasse-2', '2020-07-31')"
16.06.2020,achillea-millefolium,alleestrasse-3,"('alleestrasse-3', '16.06.2020')"
16.06.2020,sedum-album,alleestrasse-3,"('alleestrasse-3', '16.06.2020')"
16.06.2020,chaerophyllum-hirsutum,alleestrasse-3,"('alleestrasse-3', '16.06.2020')"
16.06.2020,erigeron-annuus,alleestrasse-3,"('alleestrasse-3', '16.06.2020')"
2020-07-31,epilobium-hirsutum,alleestrasse-3,"('alleestrasse-3', '2020-07-31')"
06.06.2020,verbascum-thapsus,alleestrasse-4,"('alleestrasse-4', '06.06.2020')"
16.06.2020,trifolium-pratense,alleestrasse-4,"('alleestrasse-4', '16.06.2020')"
06.06.2020,silene-latifolia,alleestrasse-4,"('alleestrasse-4', '06.06.2020')"
06.06.2020,silene-dichotoma,alleestrasse-4,"('alleestrasse-4', '06.06.2020')"
11.07.2020,verbena-bonariensis,alleestrasse-4,"('alleestrasse-4', '11.07.2020')"
16.06.2020,achillea-millefolium,alleestrasse-4,"('alleestrasse-4', '16.06.2020')"
2020-08-13,clinopodium-vulgare,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,centaurea-jacea,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,centaurea-jacea,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,scabiosa-columbaria,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,silene-latifolia,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,trifolium-pratense,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,trifolium-repens,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,silene-vulgaris,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,silene-latifolia,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,epilobium-hirsutum,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,crepis-capillaris,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,melilotus-albus,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,erigeron-annuus,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,veronica-persica,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,malva-neglecta,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,cirsium-arvense,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,calystegia-sepium,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,galium-mollugo,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,brassica-napus,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,silene-latifolia,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,lotus-corniculatus,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,trifolium-pratense,bluets-1,"('bluets-1', '2020-08-13')"
2020-08-13,medicago-sativa,bluets-1,"('bluets-1', '2020-08-13')"
10.07.2020,hypericum-perforatum,bluets-2,"('bluets-2', '10.07.2020')"
12.06.2020,tragopogon-pratensis,bluets-2,"('bluets-2', '12.06.2020')"
12.06.2020,geranium-pyrenaicum,bluets-2,"('bluets-2', '12.06.2020')"
12.06.2020,knautia-arvensis,bluets-2,"('bluets-2', '12.06.2020')"
12.06.2020,centaurea-jacea,bluets-2,"('bluets-2', '12.06.2020')"
12.06.2020,galium-mollugo,bluets-2,"('bluets-2', '12.06.2020')"
12.06.2020,leucanthemum-vulgare,bluets-2,"('bluets-2', '12.06.2020')"
12.06.2020,vicia-sepium,bluets-2,"('bluets-2', '12.06.2020')"
28.06.2020,tragopogon-pratensis,bluets-3,"('bluets-3', '28.06.2020')"
28.06.2020,senecio-inaequidens,bluets-3,"('bluets-3', '28.06.2020')"
28.06.2020,knautia-arvensis,bluets-3,"('bluets-3', '28.06.2020')"
28.06.2020,medicago-sativa,bluets-3,"('bluets-3', '28.06.2020')"
28.06.2020,dianthus-carthusianorum,bluets-3,"('bluets-3', '28.06.2020')"
28.06.2020,mentha-longifolia,bluets-3,"('bluets-3', '28.06.2020')"
28.06.2020,lapsana-communis,bluets-3,"('bluets-3', '28.06.2020')"
28.06.2020,galium-mollugo,bluets-3,"('bluets-3', '28.06.2020')"
28.06.2020,erigeron-annuus,bluets-3,"('bluets-3', '28.06.2020')"
09.06.2020,medicago-lupulina,boujean-1,"('boujean-1', '09.06.2020')"
09.06.2020,cichorium-intybus,boujean-1,"('boujean-1', '09.06.2020')"
09.06.2020,potentilla-reptans,boujean-1,"('boujean-1', '09.06.2020')"
09.06.2020,papaver-rhoeas,boujean-2,"('boujean-2', '09.06.2020')"
09.06.2020,hypericum-maculatum,boujean-2,"('boujean-2', '09.06.2020')"
09.06.2020,trifolium-pratense,boujean-2,"('boujean-2', '09.06.2020')"
09.06.2020,erigeron-annuus,boujean-2,"('boujean-2', '09.06.2020')"
09.06.2020,medicago-lupulina,boujean-2,"('boujean-2', '09.06.2020')"
18.06.2020,medicago-lupulina,boujean-2,"('boujean-2', '18.06.2020')"
18.06.2020,arenaria-serpyllifolia,boujean-2,"('boujean-2', '18.06.2020')"
18.06.2020,crepis-capillaris,boujean-2,"('boujean-2', '18.06.2020')"
18.06.2020,clinopodium-acinos,boujean-2,"('boujean-2', '18.06.2020')"
18.06.2020,trifolium-pratense,boujean-3,"('boujean-3', '18.06.2020')"
18.06.2020,crepis-capillaris,boujean-3,"('boujean-3', '18.06.2020')"
18.06.2020,potentilla-reptans,boujean-3,"('boujean-3', '18.06.2020')"
18.06.2020,senecio-inaequidens,boujean-3,"('boujean-3', '18.06.2020')"
18.06.2020,cichorium-intybus,boujean-3,"('boujean-3', '18.06.2020')"
18.06.2020,erigeron-annuus,boujean-3,"('boujean-3', '18.06.2020')"
2020-09-03,lavandula-angustifolia,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,eupatorium-cannabinum,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,cichorium-intybus,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,vicia-sepium,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,trifolium-pratense,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,lotus-corniculatus,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,solidago-canadensis,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,hypericum-perforatum,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,senecio-inaequidens,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,hypericum-perforatum,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,epilobium-dodonaei,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,daucus-carota,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,erigeron-annuus,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,leucanthemum-vulgare,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,centaurea-jacea,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,echium-vulgare,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,galium-mollugo,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,taraxacum-officinale,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,ranunculus-acris,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,clematis-vitalba,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,dianthus-armeria,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,senecio-inaequidens,buren-1,"('buren-1', '2020-09-03')"
2020-09-03,centranthus-ruber,buren-2,"('buren-2', '2020-09-03')"
2020-09-03,cichorium-intybus,buren-2,"('buren-2', '2020-09-03')"
2020-09-03,chelidonium-majus,buren-2,"('buren-2', '2020-09-03')"
2020-09-03,cornus-sanguinea,buren-2,"('buren-2', '2020-09-03')"
2020-09-03,verbena-officinalis,buren-2,"('buren-2', '2020-09-03')"
2020-08-04,potentilla-reptans,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,bryonia-dioica,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,sorbus-aucuparia,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,sambucus-nigra,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,echium-vulgare,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,silene-latifolia,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,cichorium-intybus,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,geranium-robertianum,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,urtica-dioica,buren-2,"('buren-2', '2020-08-04')"
2020-08-04,sambucus-nigra,buren-2,"('buren-2', '2020-08-04')"
2020-08-07,geranium-pyrenaicum,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,melilotus-albus,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,echium-vulgare,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,senecio-inaequidens,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,lavandula-angustifolia,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,trifolium-pratense,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,daucus-carota,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,clematis-vitalba,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,hypericum-perforatum,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,eupatorium-cannabinum,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,solidago-canadensis,buren-2,"('buren-2', '2020-08-07')"
2020-08-07,epilobium-dodonaei,buren-2,"('buren-2', '2020-08-07')"
2020-09-03,cornus-sanguinea,buren-3,"('buren-3', '2020-09-03')"
2020-09-03,rubus-rubus,buren-3,"('buren-3', '2020-09-03')"
2020-09-03,rubus-armeniacus,buren-3,"('buren-3', '2020-09-03')"
2020-09-03,erigeron-annuus,buren-3,"('buren-3', '2020-09-03')"
2020-09-28,knautia-arvensis,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,polygonum-aviculare,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,trifolium-pratense,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,rubus-rubus,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,lamium-maculatum,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,sonchus-oleraceus,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,mentha-spicata,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,galeopsis-tetrahit,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,galium-mollugo,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,cornus-sanguinea,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,urtica-dioica,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,artemisia-vulgaris,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,erigeron-annuus,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,medicago-lupulina,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,parthenocissus-quinquefolia,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,medicago-sativa,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,galium-mollugo,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,malus-sylvestris,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,rubus-rubus,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,eupatorium-cannabinum,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,erigeron-annuus,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,trifolium-pratense,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-28,solidago-canadensis,cff-lot-2,"('cff-lot-2', '2020-09-28')"
2020-09-11,borkhausenia-intermedia,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-09-11,calystegia-sepium,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-09-11,epilobium-hirsutum,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-09-11,solidago-canadensis,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-09-11,solanum-nigrum,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-09-11,malva-neglecta,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-09-11,urtica-dioica,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-09-11,chenopodium-album,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-09-11,erodium-cicutarium,cff-path-1,"('cff-path-1', '2020-09-11')"
2020-07-28,malva-neglecta,cff-path-2,"('cff-path-2', '2020-07-28')"
2020-07-28,alcea-rosea,cff-path-2,"('cff-path-2', '2020-07-28')"
2020-07-31,arctium-minus,cff-path-2,"('cff-path-2', '2020-07-31')"
2020-07-31,carduus-crispus,cff-path-2,"('cff-path-2', '2020-07-31')"
2020-07-31,carduus-crispus,cff-path-2,"('cff-path-2', '2020-07-31')"
2020-07-31,convolvulus-arvensis,cff-path-2,"('cff-path-2', '2020-07-31')"
2020-07-31,oxalis-dillenii,cff-path-2,"('cff-path-2', '2020-07-31')"
2020-07-31,sambucus-nigra,cff-path-2,"('cff-path-2', '2020-07-31')"
2020-07-31,crataegus-monogyna,cff-path-2,"('cff-path-2', '2020-07-31')"
2020-08-07,epilobium-hirsutum,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,erigeron-annuus,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,geranium-pyrenaicum,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,medicago-lupulina,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,robinia-pseudoacacia,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,solanum-nigrum,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,urtica-dioica,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-09-02,erigeron-annuus,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,centaurea-scabiosa,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,campanula-rotundifolia,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,daucus-carota,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,vicia-cracca,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,mentha-spicata,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,lycopus-europaeus,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,verbascum-thapsus,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,leucanthemum-vulgare,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,geranium-pyrenaicum,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,solidago-canadensis,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,melilotus-albus,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,erigeron-annuus,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,conyza-canadensis,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,medicago-sativa,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,leucanthemum-vulgare,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,trifolium-repens,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,trifolium-pratense,chapelle,"('chapelle', '2020-09-02')"
2020-09-02,lotus-corniculatus,chapelle,"('chapelle', '2020-09-02')"
2020-08-30,trifolium-repens,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,centaurea-jacea,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,cichorium-intybus,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,petrorhagia-saxifraga,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,achillea-millefolium,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,cirsium-arvense,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,conyza-canadensis,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,centaurea-scabiosa,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,lotus-corniculatus,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,cirsium-vulgare,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,tripleurospermum-maritimum,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,knautia-arvensis,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,centaurea-jacea,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,trifolium-pratense,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,trifolium-pratense,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,erigeron-annuus,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,leucanthemum-vulgare,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,silene-latifolia,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,galium-mollugo,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-08-30,medicago-sativa,chemin-de-la-course,"('chemin-de-la-course', '2020-08-30')"
2020-07-28,heracleum-sphondylium,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,bryonia-dioica,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,geranium-molle,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,geum-urbanum,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,urtica-dioica,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,cornus-sanguinea,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,buddleja-davidii,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,daucus-carota,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,erigeron-annuus,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-07-28,verbena-officinalis,chemin-des-voies,"('chemin-des-voies', '2020-07-28')"
2020-09-15,lythrum-salicaria,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,eupatorium-cannabinum,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,viburnum-opulus,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,rubus-caesius,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,calystegia-sepium,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,stachys-palustris,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,lycopus-europaeus,cheyres-reserve,"('cheyres-reserve', '2020-09-15')"
